Licensee,Type of License,Address,City/Town,Phone,Capacity,Indoor,Patio,On Tap?
METROPOLITAN TORONTO CONVENTION CTR,Restaurant,255 FRONT ST W	 	TORONTO	 	ON M5V 2W6,TORONTO,416-585-8000,42420,41815,605,
METROPOLITAN TORONTO POLICE HEADQUARTERS,Restaurant,40 COLLEGE ST	 	TORONTO	 	ON M5G 2J3,TORONTO,416-808-7084,144,93,51,
MEXICO LINDO,Restaurant,1618 BAYVIEW AVE	 	TORONTO	 	ON M4G 3B7,TORONTO,647-436-4380,53,41,12,
MEXITACO,Restaurant,828 BLOOR ST W	 	TORONTO	 	ON M6E 1M2,TORONTO,416-537-6693,53,26,27,
MEZES,Restaurant,456 DANFORTH AVE	 	TORONTO	 	ON M4K 1P4,TORONTO,416-778-5150,110,100,10,
MEZZETTA,Restaurant,681 ST CLAIR AVE W	 	TORONTO	 	ON M6C 1A7,TORONTO,416-658-5687,48,48,0,
MEZZROW'S,Restaurant,1546 QUEEN ST W	 	TORONTO	 	ON M6R 1A6,TORONTO,416-535-4906,111,52,59,
MI MI RESTAURANT,Restaurant,688 GERRARD ST. E	 	TORONTO	 	ON M4M 1Y3,TORONTO,416-778-5948,55,55,0,
MI PHO SONG VU,Restaurant,2109 JANE ST                             (NORTH YORK)	 	TORONTO	 	ON M3M 1A2,TORONTO,416-614-0149,48,30,18,
MI TIERRA RESTAURANT,Restaurant,828 ST CLAIR AVE W	 	TORONTO	 	ON M6C 1C1,TORONTO,416-654-8886,46,46,0,
MI.NE JAPANESE RESTAURANT II,Restaurant,3 NAVY WHARF CRES	 	TORONTO	 	ON M5V 3V3,TORONTO,416-937-8461,30,30,0,
MICHAEL'S RESTAURANT & DELI,Restaurant,566 QUEEN ST W	 	TORONTO	 	ON M5V 2B5,TORONTO,416-504-1156,54,54,0,
MICHELANGELO RESTAURANT,Restaurant,4700 KEELE ST                            YORK UNIVERSITY - ATKINSON	 	TORONTO	 	ON M3J 1P3,TORONTO,416-736-5326,230,165,65,
MICHELE'S RISTORANTE,Restaurant,5503 EGLINTON AVE W	 	TORONTO	 	ON M9C 5K5,TORONTO,416-620-8001,269,170,99,
MICHELLE'S BRASSERIE,Restaurant,162 CUMBERLAND ST	 	TORONTO	 	ON M5R 3N5,TORONTO,416-944-1504,185,74,111,
MICHELLE'S PLACE RESTAURANT AND COUNTRY BAR,Restaurant,1828 WESTON ROAD	 	TORONTO	 	ON M9N 1V8,TORONTO,416-248-4977,135,114,21,
MICHI RESTAURANT,Restaurant,4848 YONGE ST	 	TORONTO	 	ON M2N 5N2,TORONTO,416-224-0075,84,84,0,
MICK E FYNN'S,Restaurant,45 CARLTON ST	 	TORONTO	 	ON M5B 2H9,TORONTO,416-598-0537,332,270,62,
MIDI BISTRO,Restaurant,168A MCCAUL ST	 	TORONTO	 	ON M5T 1W4,TORONTO,416-977-2929,28,28,0,
MIDLAND COURT RESTAURANT,Restaurant,"3380 MIDLAND AVE                         UNITS 17-18, MIDLAND COURT	 	TORONTO	 	ON M1V 5B5",TORONTO,416-321-3088,85,85,0,
MIDPOINT BISTRO,Restaurant,1180 QUEEN ST W	 	TORONTO	 	ON M6J 1J5,TORONTO,416-537-4444,44,44,0,
MIDTOWN,Restaurant,552 COLLEGE ST	 	TORONTO	 	ON M6G 1B1,TORONTO,416-920-4533,213,204,9,
MIGA KOREAN & JAPANESE BBQ RESTAURANT,Restaurant,584 BLOOR ST W	 	TORONTO	 	ON M6G 1K4,TORONTO,416-539-9888,163,163,0,
MIHALIS PLACE RESTAURANT,Restaurant,791 BROADVIEW AVE.	 	TORONTO	 	ON M4K 2P8,TORONTO,416-469-9565,74,67,7,
MIKADO AUTHENTIC JAPANESE CUISINE,Restaurant,1883 MCNICOLL AVE                        UNIT 1	 	TORONTO	 	ON M1V 5M3,TORONTO,416-754-8838,145,145,0,
MIKADO RESTAURANT,Restaurant,114 LAIRD DRIVE	 	TORONTO	 	ON M4G 3V3,TORONTO,416-421-6016,33,33,0,
MIKE BRADY'S PUB,Restaurant,516 DANFORTH RD	 	TORONTO	 	ON M1K 1C6,TORONTO,416-571-1033,72,40,32,
MILAGRO CANTINA MEXICANA,Restaurant,783 QUEEN ST W	 	TORONTO	 	ON M6J 1G1,TORONTO,416-850-2855,173,133,40,
MILAGRO CANTINA MEXICANA,Restaurant,3187 YONGE ST	 	TORONTO	 	ON M4N 2K9,TORONTO,416-322-0487,112,112,0,
MILAGRO RESTAURANTE MEXICANO Y CANTINA,Restaurant,50 JOHN ST.	 	TORONTO	 	ON M5V 3T5,TORONTO,416-351-0110,200,174,26,
MILDRED'S TEMPLE KITCHEN,Restaurant,85 HANNA AVE                             UNIT 1	 	TORONTO	 	ON M6K 3S3,TORONTO,416-588-5695,251,207,44,
MILESTONE'S,Restaurant,#17-3401 DUFFERIN ST	 	TORONTO	 	ON M6A 2T9,TORONTO,416-789-9940,268,268,0,
MILESTONE'S,Restaurant,132 JOHN ST	 	TORONTO	 	ON M5V 2E3,TORONTO,416-595-1990,356,300,56,
MILESTONE'S,Restaurant,5095 YONGE ST                            UNIT A13 - EMPRESS WALK	 	TORONTO	 	ON M2N 6Z4,TORONTO,416-225-2552,306,291,15,
MILESTONES,Restaurant,10 DUNDAS ST. E                          UNIT #400	 	TORONTO	 	ON M5B 2L6,TORONTO,416-598-2800,474,327,147,
MILL STREET BREW PUB,Restaurant,55 MILL ST                               UNIT 63	 	TORONTO	 	ON M5A 3C4,TORONTO,416-681-0338,292,210,82,
MILLIKEN BAR & RESTAURANT,Restaurant,4016 FINCH AVE E	 	TORONTO	 	ON M1S 3T6,TORONTO,416-412-1888,313,218,95,
MING CITY RESTAURANT & BAR,Restaurant,1662 EGLINTON AVE W	 	TORONTO	 	ON M6E 2H2,TORONTO,416-789-1688,54,54,0,
MING LOU RESTAURANT,Restaurant,10 RAVEL ROAD                            UNIT 3	 	TORONTO	 	ON M2H 1S8,TORONTO,416-492-2688,103,103,0,
MINGAL'S RESTAURANT & BAR,Restaurant,2386 KINGSTON ROAD	 	TORONTO	 	ON M1N 1V2,TORONTO,416-346-1569,117,117,0,
MINK NIGHTCLUB,Bar /Tavern /Nightclub,150 PEARL ST	 	TORONTO	 	ON M5H 1L3,TORONTO,416-977-4446,474,300,174,
MINT BAR,Restaurant/Club,173A EGLINTON AVE E	 	TORONTO	 	ON M4P 1J4,TORONTO,647-992-9255,196,196,0,
MIO RISTOBAR,Restaurant,"40 KING ST W                             SCOTIA PLAZA, UNITS 116 & 117	 	TORONTO	 	ON M5H 3Y2",TORONTO,416-364-9740,129,129,0,
MIRACLE CAFE & BAR,Restaurant,685 QUEEN ST W	 	TORONTO	 	ON M6J 1E6,TORONTO,416-504-6528,53,53,0,
MIRAGE CAFE,Restaurant/Bar,117 EGLINTON AVE E	 	TORONTO	 	ON M4P 1H4,TORONTO,416-481-9444,645,542,103,
MIRTO ITALIAN RESTAURANT,Restaurant,25 TORONTO ST	 	TORONTO	 	ON M5C 2R1,TORONTO,416-601-9555,86,86,0,
MISS TORONTO,Boat,539 QUEENS QUAY W                        (SPADINA PIER)	 	TORONTO	 	ON M5J 2G8,TORONTO,416-525-8881,0,0,0,
MISTURA,Restaurant,265 DAVENPORT ROAD	 	TORONTO	 	ON M5R 1J9,TORONTO,416-515-7611,128,128,0,
MITZI'S SISTER,Restaurant,1554 QUEEN ST W	 	TORONTO	 	ON M6R 1A6,TORONTO,416-532-2570,177,142,35,
MIYAKI SUSHI,Restaurant,222 THE ESPLANADE	 	TORONTO	 	ON M5A 4M8,TORONTO,416-203-8811,43,43,0,
MO MO'S,Restaurant,196 ROBERT ST.                           UNIT #1	 	TORONTO	 	ON M5S 2K7,TORONTO,416-966-6671,84,51,33,
MOCHA-MOCHA CAFE,Restaurant,489 DANFORTH AVE	 	TORONTO	 	ON M4K 1P5,TORONTO,416-778-7896,52,46,6,
MOD CLUB THEATRE (THE),Restaurant,722 COLLEGE ST	 	TORONTO	 	ON M6G 1C4,TORONTO,416-588-4663,720,618,102,
MOE'S SOUTHWEST GRILL,Restaurant,35 EGLINTON AVE E	 	TORONTO	 	ON M4P 1A1,TORONTO,416-489-6637,45,45,0,
MOGETTE BISTRO,Restaurant,581 MOUNT PLEASANT ROAD	 	TORONTO	 	ON M4S 2M5,TORONTO,647-350-5772,29,29,0,
MOLDOVA RESTAURANT,Restaurant,5000 DUFFERIN ST                         UNIT A1/A2	 	TORONTO	 	ON M3H 5T5,TORONTO,416-665-4566,95,72,23,
MOLLY BLOOM'S IRISH PUB,Restaurant (Franchise),191 COLLEGE ST	 	TORONTO	 	ON M5T 1P9,TORONTO,416-916-6448,392,376,16,
MOLSON AMPHITHEATRE,Stadium,955 LAKESHORE BLVD W                     ONTARIO PLACE	 	TORONTO	 	ON M6K 3B9,TORONTO,416-260-6045,20444,0,20444,
"MOM ""N"" PAPS",Restaurant,1165 VICTORIA PARK AVE	 	TORONTO	 	ON M4B 2K5,TORONTO,416-285-9776,27,27,0,
MOMENTITO,Restaurant,1201 ST CLAIR AVE W	 	TORONTO	 	ON M6E 1B5,TORONTO,416-652-0222,62,62,0,
MOMIJI SUSHI BAR & GRILL,Restaurant,2955 BLOOR ST W                          #2803	 	TORONTO	 	ON M8X 1B8,TORONTO,416-232-2320,100,100,0,
MONAMIE RESTAURANT,Restaurant/Bar,4352 KINGSTON ROAD                       UNIT 9	 	TORONTO	 	ON M1E 2M8,TORONTO,416-546-4701,130,130,0,
MONARCH TAVERN,Restaurant,12 CLINTON ST.	 	TORONTO	 	ON M6J 2N8,TORONTO,416-516-9169,221,221,0,
MONG-KUT THAI,Restaurant,596 DANFORTH AVE	 	TORONTO	 	ON M4K 1R1,TORONTO,416-463-2667,90,30,60,
MONG-KUT THAI GOLD,Restaurant,471 DANFORTH AVE.	 	TORONTO	 	ON M4K 1P1,TORONTO,416-850-7222,55,50,5,
MONICA BAR,Restaurant,881 BLOOR ST W	 	TORONTO	 	ON M6G 1M4,TORONTO,416-277-1021,43,43,0,
MONK'S TABLE (THE),Restaurant,1274-76 YONGE ST	 	TORONTO	 	ON M4T 1W5,TORONTO,416-873-1663,74,74,0,
MONKEY BAR & GRILL (THE),Restaurant,3353 YONGE ST	 	TORONTO	 	ON M4N 2M6,TORONTO,416-486-2288,44,44,0,
MONSOON RESTAURANT AND LOUNGE,Bar /Tavern /Nightclub,100 SIMCOE ST	 	TORONTO	 	ON M5H 3G2,TORONTO,416-979-7172,240,240,0,
MONTANA,Restaurant,145 JOHN ST	 	TORONTO	 	ON M5V 2E4,TORONTO,416-595-5949,1493,1330,163,
MONTANA'S COOKHOUSE,Restaurant,65 SKYWAY AVE                            (CITY OF ETOBICOKE)	 	TORONTO	 	ON M9W 6C7,TORONTO,416-674-5589,268,208,60,
MONTANA'S COOKHOUSE,Restaurant,2011 STEELES AVE W	 	TORONTO	 	ON M3J 3N3,TORONTO,416-661-9139,321,270,51,
MONTANA'S COOKHOUSE SALOON,Restaurant,41 MILNER AVE	 	TORONTO	 	ON M1J 3P6,TORONTO,416-321-5684,344,212,132,
MONTFORT,Restaurant,650 COLLEGE ST W	 	TORONTO	 	ON M6G 1B8,TORONTO,416-536-8550,107,96,11,
MOONBEAN COFFEE COMPANY,Restaurant,30 SAINT ANDREW ST	 	TORONTO	 	ON M5T 1K6,TORONTO,416-595-0327,40,32,8,
MOONDOO CHINESE GARDEN,Restaurant,325 WESTON ROAD                          UNIT 10-B	 	TORONTO	 	ON M6N 4Z9,TORONTO,416-766-9333,85,60,25,
MOONLIGHT BUFFET,Restaurant,2196-98 DUNDAS ST W                      FIRST FLOOR	 	TORONTO	 	ON M6R 1X3,TORONTO,416-536-3838,98,98,0,
MOONSIDE BAR LTD.,Restaurant/Bar,5 RONCESVALLES AVE	 	TORONTO	 	ON M6R 2K2,TORONTO,416-538-5658,61,61,0,
MORNING STAR RESTAURANT BAR AND GRILL,Restaurant,310 GEARY AVE	 	TORONTO	 	ON M6H 2C5,TORONTO,647-680-9796,143,127,16,
MOROCO CHOCOLAT,Restaurant,99 YORKVILLE AVE	 	TORONTO	 	ON M5R 3K5,TORONTO,416-961-2202,175,116,59,
MORTON'S OF CHICAGO - THE STEAKHOUSE,Restaurant,4 AVENUE RD                              PARK PLAZA HOTEL	 	TORONTO	 	ON M5R 2E8,TORONTO,416-925-0648,208,208,0,
MOSAIC ASIAN KITCHEN & WINE BAR,Restaurant,769 THE QUEENSWAY                        (CITY OF ETOBICOKE)	 	TORONTO	 	ON M8Z 1N1,TORONTO,416-255-8871,30,30,0,
MOSS PARK ARMOURY JR RANKS MESS OTH,Restaurant,130 QUEEN ST. E                          MOSS PARK ARMOURY	 	TORONTO	 	ON M5A 1R9,TORONTO,416-635-2761,0,0,0,
MOT NA SON RESTAURANT,Restaurant,5374 YONGE ST	 	TORONTO	 	ON M2M 5R5,TORONTO,416-222-1170,21,21,0,
MOTEL BREEZE,Restaurant/Bar,1235 QUEEN ST W	 	TORONTO	 	ON M6K 1L5,TORONTO,647-381-6246,30,30,0,
MOTIMAHAL RESTAURANT,Restaurant,1422 GERRARD ST. E.	 	TORONTO	 	ON M4L 1Z6,TORONTO,416-461-3111,106,106,0,
MOTIVOS,Bar /Tavern /Nightclub,1042 ST CLAIR AVE W	 	TORONTO	 	ON M6E 1A5,TORONTO,416-652-3855,148,138,10,
MOTORAMA RESTAURANT,Restaurant,862 DANFORTH AVE	 	TORONTO	 	ON M4J 1L7,TORONTO,416-461-6968,45,45,0,
MOUNTIES' RESTAURANT,Restaurant,149 DUNDAS ST E	 	TORONTO	 	ON M5B 1E4,TORONTO,416-364-3733,91,91,0,
MOXIE'S CLASSIC GRILL,Restaurant,1 YORKDALE ROAD                          UNIT 30	 	TORONTO	 	ON M6A 3A1,TORONTO,416-787-7600,298,298,0,
MOXIE'S CLASSIC GRILL,Restaurant,1800 SHEPPARD AVE E                      UNIT 2044	 	TORONTO	 	ON M2J 5A7,TORONTO,647-426-6677,376,286,90,
MOXIE'S CLASSIC GRILL,Restaurant,55 READING COURT ROAD	 	TORONTO	 	ON M9W 7K7,TORONTO,416-798-6788,604,544,60,
MOXIE'S CLASSIC GRILL,Restaurant,4950 YONGE ST                            UNIT 105	 	TORONTO	 	ON M2N 6K1,TORONTO,416-226-3217,285,249,36,
MR GREENJEANS EMPORIUM & RESTAURANT,Restaurant,220 YONGE ST                             EATON CENTRE	 	TORONTO	 	ON M5B 2H1,TORONTO,416-979-1212,379,379,0,
MR TASTY'S DRIVE IN,Restaurant,2921 DANFORTH AVE	 	TORONTO	 	ON M4C 1M4,TORONTO,416-690-2278,59,59,0,
MR. ELI SHISH KEBOB HOUSE,Restaurant,856 SHEPPARD AVE W	 	TORONTO	 	ON M3H 2T5,TORONTO,416-630-7716,30,30,0,
MR. GREEK EXPRESS,Restaurant (Franchise),2290 MARKHAM RD                          R4	 	TORONTO	 	ON M1B 2W4,TORONTO,416-609-9444,148,70,78,
MR. GREEK EXPRESS,Restaurant,18 LEBOVIC AVE                           CITY OF SCARBOROUGH	 	TORONTO	 	ON M1L 4V9,TORONTO,416-285-8133,122,84,38,
MR. GREEK MEDITERRANEAN GRILL,Restaurant,526 DANFORTH AVE	 	TORONTO	 	ON M4K 1P8,TORONTO,416-465-4001,374,255,119,
MR. GREEK MEDITERRANEAN GRILL,Restaurant,25 WOODBINE DOWNS BLVD                   UNIT 1	 	TORONTO	 	ON M9W 6C2,TORONTO,416-675-9797,210,156,54,
MR. GREEK MEDITERRANEAN GRILL,Restaurant (Franchise),1000 FINCH AVE W                         UNIT 100	 	TORONTO	 	ON M3J 2V5,TORONTO,416-661-2300,330,270,60,
MR. GREEK MEDITERRANEAN GRILL,Restaurant,15 WILLIAM KITCHEN RD	 	TORONTO	 	ON M1P 5B7,TORONTO,416-335-9600,370,262,108,
MR. ONION STEAK & GRILL,Restaurant,603 KEELE ST	 	TORONTO	 	ON M6N 3E5,TORONTO,416-762-6683,49,49,0,
MR. SOUVLAKI RESTAURANT,Restaurant,209 GERRARD ST E	 	TORONTO	 	ON M5A 2E7,TORONTO,416-960-4751,114,57,57,
MR. SUB,Restaurant,3040 DANFORTH AVE	 	TORONTO	 	ON M4C 1N2,TORONTO,416-691-4440,27,27,0,
MR. SUB (#347),Restaurant,2318 KEELE ST	 	TORONTO	 	ON M6M 3Z8,TORONTO,416-248-9919,35,35,0,
MT. EVEREST RESTAURANT,Restaurant,469 BLOOR ST W	 	TORONTO	 	ON M5S 1X9,TORONTO,416-964-8849,60,60,0,
MUCKISH IRISH PUB,Restaurant,"74 HYMUS ROAD                            UNIT 2, 3 & 4	 	TORONTO	 	ON M1L 2C9",TORONTO,416-757-7423,161,121,40,
MULLINS,Restaurant,917 KINGSTON ROAD	 	TORONTO	 	ON M4E 1S6,TORONTO,416-691-9300,47,35,12,
MULLINS,Restaurant,1033 BAY ST                              UNIT 3	 	TORONTO	 	ON M5S 3A5,TORONTO,416-963-3000,73,36,37,
MURPHY'S LAW IRISH PUB,Restaurant,1702 QUEEN ST E	 	TORONTO	 	ON M4L 1G6,TORONTO,416-690-5516,377,240,137,
MUSA,Restaurant,847- 847 1/2 DUNDAS ST W	 	TORONTO	 	ON M6J 1V6,TORONTO,416-368-8484,54,30,24,
MUSASHI SEA-FOOD & STEAK,Restaurant,1166 YONGE ST	 	TORONTO	 	ON M4W 2L9,TORONTO,416-967-6700,39,39,0,
MUSIQUE AQUATIQUE CRUISE LINES,Boat,235 QUEENS QUAY W                        SLIP #470-497	 	TORONTO	 	ON M5J 2G8,TORONTO,416-410-0536,62,62,0,
MUTUAL STREET DELI AND MINI BAR,Restaurant,152 DUNDAS ST E	 	TORONTO	 	ON M5B 2B2,TORONTO,416-363-6740,96,70,26,
MUZIK,Banquet Hall,15 SASKATCHEWAN ROAD                     HORTICULTURE BUILDING/EXHIBITION PLACE	 	TORONTO	 	ON M6K 3C3,TORONTO,416-595-9998,8739,3085,5654,
MV PIONEER QUEEN,Boat,JARVIS ST                                PIER 18	 	TORONTO	 	ON M5E 1A3,TORONTO,416-947-0077,0,0,0,
MY BAR & RESTAURANT,Restaurant,936 GERRARD ST E	 	TORONTO	 	ON M4M 1Z2,TORONTO,416-465-7647,46,46,0,
"MY PLACE, A CANADIAN PUB",Restaurant/Bar,2446-48 BLOOR ST W	 	TORONTO	 	ON M6S 1R2,TORONTO,416-948-5732,810,730,80,
MY SUSHI,Restaurant,5440 YONGE ST                            UNIT 5	 	TORONTO	 	ON M2M 5R8,TORONTO,416-222-6463,40,40,0,
MY THAI KITCHEN,Restaurant,1675 BLOOR ST W	 	TORONTO	 	ON M6P 1A6,TORONTO,416-533-2221,51,41,10,
MYKONOS MEDITERRANIAN GRILL,Restaurant,881 YONGE ST	 	TORONTO	 	ON M4W 2H2,TORONTO,416-963-8444,70,40,30,
MYSTERIOUSLY YOURS,Restaurant,2026 YONGE ST	 	TORONTO	 	ON M4S 1Z9,TORONTO,416-486-7469,231,231,0,
N & S QUICK STOP WEST INDIAN BAR AND TAKE-OUT,Restaurant,34 VAUGHAN RD	 	TORONTO	 	ON M6G 2N3,TORONTO,416-656-5546,24,24,0,
N'AWLINS JAZZ BAR & GRILL,Restaurant,299 KING ST W	 	TORONTO	 	ON M5V 1J5,TORONTO,416-595-1958,71,62,9,
NAANS & MORE,Restaurant,795 BATHURST ST	 	TORONTO	 	ON M5S 1Z5,TORONTO,416-533-5472,31,31,0,
NACO GALLERY CAFE,Restaurant,1665 DUNDAS ST W	 	TORONTO	 	ON M6K 1V2,TORONTO,416-532-8238,37,37,0,
NADEULMOK,Restaurant,735 BLOOR ST W                           1ST & 2ND FLOORS	 	TORONTO	 	ON M6G 1L5,TORONTO,416-532-1494,45,45,0,
NADI'S FAMILY RESTAURANT BAR AND POOL LOUNGE,Restaurant,155 MORNINGSIDE AVE                      UNIT # 3 & 4	 	TORONTO	 	ON M1E 3C8,TORONTO,416-282-4328,28,28,0,
NAMA SUSHI,Restaurant,750 ST. CLAIR AVE W	 	TORONTO	 	ON M6C 1B5,TORONTO,416-652-0711,28,28,0,
NAMCHON,Restaurant,3601 VICTORIA PARK AVE                   UNIT 108	 	TORONTO	 	ON M1W 3Y3,TORONTO,416-497-6991,111,111,0,
NAMI RESTAURANT,Restaurant,55 ADELAIDE ST E	 	TORONTO	 	ON M5C 1K6,TORONTO,416-362-7373,169,169,0,
NANCY'S BAR & GRILL,Restaurant,1215 WESTON ROAD	 	TORONTO	 	ON M6M 4P7,TORONTO,416-604-3411,36,36,0,
NANDOS RESTAURANT,Restaurant,939 EGLINTON AVE E	 	TORONTO	 	ON M4G 4E8,TORONTO,416-425-9292,90,90,0,
NANJING RESTAURANT,Restaurant,1479 DUNDAS ST W	 	TORONTO	 	ON M6J 1Y8,TORONTO,416-538-3835,35,35,0,
NARA JAPANESE RESTAURANT,Restaurant,1931 AVENUE ROAD	 	TORONTO	 	ON M5M 4A2,TORONTO,416-782-6161,30,26,4,
NATARAJ INDIAN CUISINE,Restaurant,394 BLOOR ST W	 	TORONTO	 	ON M5S 1X4,TORONTO,416-928-2925,70,70,0,
NATIONAL CLUB (THE),Restaurant,303 BAY ST	 	TORONTO	 	ON M5H 2R1,TORONTO,416-364-3247,1121,1121,0,
NATIONAL RESTAURANT & BANQUET HALL,Restaurant,1000 FINCH AVE W                         UNITS 120-126	 	TORONTO	 	ON M3J 2V5,TORONTO,416-650-0019,331,331,0,
NATIONAL YACHT CLUB,Restaurant,1 STADIUM ROAD	 	TORONTO	 	ON M5V 3H4,TORONTO,416-260-8686,528,278,250,
NATURAL SUSHI,Restaurant,714 YONGE ST	 	TORONTO	 	ON M4Y 2B3,TORONTO,416-921-8988,65,65,0,
NAVAL CLUB OF TORONTO,Social Club,1910 1/2 GERRARD ST E	 	TORONTO	 	ON M4L 2C1,TORONTO,416-924-2811,120,120,0,
NAZARET BAR,Restaurant,969 BLOOR ST W	 	TORONTO	 	ON M6H 1L7,TORONTO,416-535-0797,103,30,73,
NEGRONI,Restaurant,492 COLLEGE ST	 	TORONTO	 	ON M6G 1A4,TORONTO,416-923-3400,53,46,7,
NEUTRAL LOUNGE,Restaurant,349A COLLEGE ST	 	TORONTO	 	ON M5T 1S5,TORONTO,416-926-1212,178,178,0,
NEVADA RESTAURANT,Restaurant,1963 QUEEN ST E	 	TORONTO	 	ON M4L 1H9,TORONTO,416-691-8462,200,152,48,
NEW ACOR SPORTS BAR,Restaurant,932 DUNDAS ST. W	 	TORONTO	 	ON M6J 1W3,TORONTO,416-703-8780,40,30,10,
NEW BUFFALO RESTAURANT (THE),Restaurant,242 QUEEN ST E	 	TORONTO	 	ON M5A 1S3,TORONTO,416-368-7937,29,29,0,
NEW CONCEPT JAPANESE CUISINE,Restaurant,2026 QUEEN ST E	 	TORONTO	 	ON M4L 1J4,TORONTO,416-693-7110,40,40,0,
NEW EAST GARDEN,Restaurant,2889 ST CLAIR AVE E                      UNIT 5	 	TORONTO	 	ON M4B 1N5,TORONTO,416-616-5606,47,37,10,
NEW EATING GARDEN CHINESE SEAFOOD RESTAURANT,Restaurant,41-43 BALDWIN ST                         FIRST FLOOR	 	TORONTO	 	ON M5T 1L1,TORONTO,416-595-5525,77,77,0,
NEW EDEN CHINESE FOOD,Restaurant,1025 COXWELL AVE	 	TORONTO	 	ON M4C 3G4,TORONTO,416-461-0813,36,36,0,
NEW FAIRBANK HOTEL (THE),Hotel/Motel,2418 DUFFERIN ST	 	TORONTO	 	ON M6E 3S8,TORONTO,416-781-9317,398,398,0,
NEW FLOWER DRUM RESTAURANT,Restaurant,2428 LAKESHORE BLVD W	 	TORONTO	 	ON M8V 1C4,TORONTO,416-255-7717,114,90,24,
NEW GENERATION GRILL FUSION,Restaurant,486 BLOOR ST. W	 	TORONTO	 	ON M5S 1X8,TORONTO,416-516-8883,65,65,0,
NEW GENERATION SUSHI,Restaurant,493 BLOOR ST W	 	TORONTO	 	ON M5S 1Y2,TORONTO,416-963-8861,46,46,0,
NEW HAANDI 2000 RESTAURANT,Restaurant,1401 GERRARD ST. E	 	TORONTO	 	ON M4L 1Z5,TORONTO,416-469-9696,89,89,0,
NEW HARBOUR KING RESTAURANT,Restaurant,2344 DANFORTH AVE	 	TORONTO	 	ON M4C 1K7,TORONTO,416-696-6519,33,33,0,
NEW HO KING RESTAURANT,Restaurant,416 SPADINA AVE	 	TORONTO	 	ON M5T 2G7,TORONTO,416-595-1881,86,86,0,
NEW HUA SANG SEAFOOD RESTAURANT,Restaurant,41-43 BALDWIN ST                         BASEMENT	 	TORONTO	 	ON M5T 1L1,TORONTO,416-596-1628,103,103,0,
NEW ILBUNJI GARDEN,Restaurant,668 BLOOR ST W	 	TORONTO	 	ON M6G 1L2,TORONTO,416-534-7223,99,99,0,
NEW KAREN'S RESTAURANT & TAVERN,Restaurant,1929 GERRARD ST E	 	TORONTO	 	ON M4L 2C2,TORONTO,416-699-8858,41,41,0,
NEW LEAFS SPORTS BAR,Restaurant,1608 DUNDAS ST W	 	TORONTO	 	ON M6K 1T8,TORONTO,416-560-8462,0,0,0,
NEW MULEBANGA,Restaurant,712 BLOOR ST W	 	TORONTO	 	ON M6G 1L4,TORONTO,416-537-4500,30,30,0,
NEW ORIENTAL TASTE RESTAURANT,Restaurant,329 QUEEN ST E	 	TORONTO	 	ON M5A 1S9,TORONTO,416-361-6331,68,68,0,
NEW ORLEANS SEAFOOD & STEAK HOUSE,Restaurant,267 SCARLETT ROAD	 	TORONTO	 	ON M6N 4L1,TORONTO,416-826-1971,43,43,0,
NEW PEPPER CHILI SZECHUAN RESTAURANT (THE),Restaurant,368 BROADVIEW AVE.	 	TORONTO	 	ON M4M 2G9,TORONTO,416-466-9898,73,73,0,
NEW ROTI SUPREME RESTAURANT,Bar /Tavern /Nightclub,2797 EGLINTON AVE E	 	TORONTO	 	ON M1J 2E1,TORONTO,416-261-5832,30,30,0,
NEW SKY RESTAURANT,Restaurant,353 SPADINA AVE.	 	TORONTO	 	ON M5T 2G3,TORONTO,416-596-8787,90,90,0,
NEW TASTY CHICKEN HOUSE,Restaurant,1014 QUEEN ST E	 	TORONTO	 	ON M4M 1K1,TORONTO,416-461-3368,33,33,0,
NEW THAI RESTAURANT,Restaurant,81 ST CLAIR AVE E	 	TORONTO	 	ON M4T 1M6,TORONTO,416-975-0999,37,23,14,
NEW TIMES SQUARE BILLIARDS,Billiard Hall,356 YONGE ST                             2ND FLOOR	 	TORONTO	 	ON M5B 1S5,TORONTO,416-979-7537,84,84,0,
NEW TOKYO LAMIAN RESTAURANT,Restaurant,668 SILVER STAR BLVD                     R201	 	TORONTO	 	ON M1V 5N1,TORONTO,416-321-1899,70,70,0,
NEW TOWN FAMILY RESTAURANT LTD.,Restaurant,266 COXWELL AVE.	 	TORONTO	 	ON M4L 3B6,TORONTO,416-465-0836,60,60,0,
NEW TOWN RESTAURANT,Restaurant,413 PARLIAMENT ST	 	TORONTO	 	ON M5A 3A1,TORONTO,416-920-3397,55,55,0,
NEW TREASURE RESTAURANT,Restaurant,150 DUNDAS ST W	 	TORONTO	 	ON M5G 1C6,TORONTO,416-977-3778,101,101,0,
NEW WOORAEOUK RESTAURANT,Restaurant,1357 WESTON ROAD	 	TORONTO	 	ON M6M 4R9,TORONTO,416-241-8777,68,68,0,
NEW YORK CAFE,Restaurant,757 BROADVIEW AVE	 	TORONTO	 	ON M4K 2P6,TORONTO,416-778-4444,91,63,28,
NEW YORK NEW YORK LOUNGE,Bar /Tavern /Nightclub,985 BLOOR ST W                           2ND FLOOR	 	TORONTO	 	ON M6H 1M1,TORONTO,416-994-6437,55,55,0,
NEW YORKER DELI,Restaurant,1140 BAY ST	 	TORONTO	 	ON M5S 2B4,TORONTO,416-923-3354,30,30,0,
